Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_32_brier,0_32_san,32_64_brier,32_64_san,64_96_brier,64_96_san,96_129_brier,96_129_san,129_161_brier,129_161_san,161_193_brier,161_193_san,193_226_brier,193_226_san,226_258_brier,226_258_san,258_290_brier,258_290_san,290_323_brier,290_323_san,acc,brier,san
mistralai/Mixtral-8x7B-v0.1,Mixtral,45.0,,,0.718783933,0.663822526,0.864568811,0.816890292,0.46805433,0.576194086,0.800190967,0.335365854,mistral,202312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-ai/Yi-6B,Yi,6.0,3.0,108.0,0.641070914,0.555460751,0.765684127,0.741910024,0.419616075,0.121304018,0.723879126,0.158536585,01-ai,202311.0,0.6344537815,bdsrc,,,,0.3438944411596025,0.7342185265359653,0.42433104336568456,0.6844129936364739,0.6177772441622165,0.6914435762319561,0.6863145713563458,0.6703842266964108,0.7013149107718383,0.7227841633363554,0.7208939668684704,0.6688811589940222,0.7858391628533196,0.6733665257238994,0.9015687109461816,0.6812500523666867,0.905838047023762,0.6350761751543686,0.9384302209958144,0.701887726386755,0.21981424148606812,0.7035574556634955,0.6863288002502158
01-ai/Yi-34B,Yi,34.0,3.0,612.0,0.763515673,0.645904437,0.856901016,0.830307814,0.562308393,0.506444276,0.795640491,0.268292683,01-ai,202311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-7b,Gemma,7.0,6.0,252.0,0.660274573,0.610921502,0.824736108,0.784530387,0.449054884,0.527672479,0.783899856,0.335365854,google,202402.0,0.6509756445,bdsrc,,,,0.45854207055440144,0.9090458139044197,0.4161551605592072,0.9159248860358713,0.548755425004721,0.9040384962338053,0.5925988687676099,0.9117846550439784,0.6552480876495694,0.8987444878489768,0.6324511289364108,0.8993435760814461,0.714047780650698,0.9053756124849656,0.8500146732296548,0.8995256394272202,0.8430053285951175,0.9014745818230244,0.9279838965590447,0.9239546946521116,0.28792569659442724,0.6646325325144996,0.9069842512548837
google/gemma-2b,Gemma,2.0,6.0,72.0,0.417731464,0.483788396,0.71768572,0.662983425,0.330844343,0.169067475,0.709318357,0.231707317,google,202402.0,0.4119071357,bdsrc,,,,0.3617620489440722,0.7529708530506202,0.44773158669599394,0.7612352566342254,0.6999753510302783,0.7368315661158514,0.7651823684433796,0.7355183329816591,0.7998365560617361,0.7518650890794099,0.7767874817046889,0.7599063117495951,0.8570189012885754,0.7596855488214208,0.9511788537347019,0.772299817977534,0.9597553832862487,0.7844370635425488,0.9859155305225675,0.8198892402807716,0.14241486068111456,0.7615254698917838,0.7635403829398145
tiiuae/falcon-180B,Falcon,180.0,3.5,3780.0,0.695866104,0.691979522,0.88886676,0.868981847,0.451569509,0.459438969,0.844553352,,tiiuae,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiiuae/falcon-40b,Falcon,40.0,1.0,240.0,0.569797005,0.619453925,0.852818164,0.812943962,0.417169225,0.214556482,0.784630576,,tiiuae,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiiuae/falcon-7b,Falcon,7.0,1.5,63.0,0.277854702,0.478668942,0.781318462,0.723756906,0.342638255,0.046247157,0.717572363,,tiiuae,202309.0,0.2707591511,bdsrc,,,,0.06707286304700757,0.5054529142361315,0.7908569520536678,0.4340107860929089,0.886141347202668,0.46986457423979844,0.9126770772338496,0.41938367574408675,0.9144134267766945,0.4598526167082198,0.9266280085187545,0.4551769200518416,0.955324288974303,0.48844322966610054,0.9735768858318267,0.4624301464464569,0.9637695815050362,0.5160395804099634,0.9639922603552589,0.5135598794646654,0.10835913312693499,0.8364534976920541,0.4724341954266264
tiiuae/falcon-rw-1b,Falcon,1.0,0.35,2.1,0.252803188,0.350682594,0.635630353,0.620363062,0.35955599,0.005307051,0.535498701,,tiiuae,202307.0,0.2507477567,bdsrc,,,,0.10808778243828761,0.032983726296549803,0.7891562423008502,0.021445784701679564,0.8887548439013847,0.03437549578957749,0.816272571000707,0.01832168470176469,0.8821045230410486,0.0317205208450879,0.9099058888107371,0.03271051754522036,0.9357573147266688,0.027933996329574086,0.9323640215593388,0.02335608614814278,0.9713755283620151,0.029486010504972845,0.9742675213335322,0.022552621006507928,0.10835913312693499,0.8216216006385363,0.027446360699220775
microsoft/phi-2,Phi,2.7,1.4,22.68,0.579202667,0.610068259,0.749153555,0.73480663,0.442368784,0.549658832,0.526666391,0.493902439,miscrosoft,202306.0,0.5694345535,bdsrc,,,,0.4162087326976225,0.7230300530233353,0.44286124372292446,0.7663520250412788,0.5800739245480805,0.7251013420451343,0.7928484968894375,0.7483953259052244,0.8942936318031409,0.7849441571719309,0.9392290040949922,0.7620559105005071,0.958236985457448,0.8048438403362344,0.9599948624915071,0.7978029518948567,0.9861448944850213,0.8092279281711726,0.9955734146260451,0.8730992774010968,0.1238390092879257,0.7976518421148354,0.779757363502623
